name,address,price,url,image
定山渓ビューホテル（グランベルホテルズ＆リゾーツ）,北海道 札幌市南区定山渓温泉東2丁目111-3,8700,https://hb.afl.rakuten.co.jp/hgc/g0190ddg.wq40p607.g0190ddg.wq40q924/?pc=https%3A%2F%2Fimg.travel.rakuten.co.jp%2Fimage%2Ftr%2Fapi%2Fhs%2FdQ4dX%2F%3Ff_no%3D11270,https://img.travel.rakuten.co.jp/HIMG/200/11270.jpg
